#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
109	NM_001174066	chr8	-	38268660	38325242	38271145	38314964	17	38268660,38271435,38271669,38272076,38272296,38273387,38274823,38275387,38275745,38277050,38279314,38282026,38283639,38285438,38285863,38314873,38325189,	38271322,38271541,38271807,38272147,38272419,38273578,38274934,38275509,38275891,38277253,38279459,38282217,38283763,38285611,38285953,38315052,38325242,	0	FGFR1	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,0,-1,
109	NM_001174067	chr8	-	38268655	38325363	38271145	38318624	19	38268655,38271435,38271669,38272076,38272296,38273387,38274823,38275387,38275745,38277050,38279314,38282026,38283639,38285438,38285869,38287199,38314873,38318613,38325189,	38271322,38271541,38271807,38272147,38272419,38273578,38274934,38275509,38275891,38277253,38279459,38282217,38283763,38285611,38285953,38287466,38315052,38318773,38325363,	0	FGFR1	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,1,2,0,-1,
109	NM_001354367	chr8	-	38268655	38326352	38269906	38314964	18	38268655,38271435,38271669,38272076,38272296,38273387,38274823,38275387,38275745,38277050,38279314,38282026,38283639,38285438,38285869,38287199,38314873,38325498,	38270113,38271541,38271807,38272147,38272419,38273578,38274934,38275509,38275891,38277253,38279459,38282217,38283763,38285611,38285953,38287466,38315052,38326352,	0	FGFR1	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,1,0,-1,
109	NM_001354368	chr8	-	38268660	38326153	38271145	38314964	17	38268660,38271435,38271669,38272076,38272296,38273387,38274823,38275387,38275745,38277056,38279314,38282026,38283639,38285438,38285869,38314873,38325498,	38271322,38271541,38271807,38272147,38272419,38273578,38274934,38275509,38275891,38277253,38279459,38282217,38283763,38285611,38285953,38315052,38326153,	0	FGFR1	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,0,-1,
109	NM_001354369	chr8	-	38268655	38325363	38269906	38314964	18	38268655,38271435,38271669,38272076,38272296,38273387,38274823,38275387,38275745,38277056,38279314,38282026,38283639,38285438,38285869,38287199,38314873,38325189,	38270113,38271541,38271807,38272147,38272419,38273578,38274934,38275509,38275891,38277253,38279459,38282217,38283763,38285611,38285953,38287466,38315052,38325363,	0	FGFR1	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,1,0,-1,
109	NM_001354370	chr8	-	38268655	38326352	38269906	38314964	17	38268655,38271435,38271669,38272076,38272296,38273387,38274823,38275387,38275745,38277050,38279314,38282026,38283639,38285438,38285869,38314873,38325498,	38270113,38271541,38271807,38272147,38272419,38273578,38274934,38275509,38275891,38277253,38279459,38282217,38283763,38285611,38285953,38315052,38326352,	0	FGFR1	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,0,-1,
1567	NM_001354870	chr8	+	128747679	128755197	128748839	128753204	3	128747679,128750496,128752641,	128748869,128751265,128755197,	0	MYC	cmpl	cmpl	0,0,1,
1567	NM_002467	chr8	+	128748476	128755197	128748839	128753204	3	128748476,128750493,128752641,	128748869,128751265,128755197,	0	MYC	cmpl	cmpl	0,0,1,
109	NM_015850	chr8	-	38268660	38326153	38271145	38314964	18	38268660,38271435,38271669,38272076,38272296,38273387,38274823,38275387,38275745,38277050,38279314,38282026,38283639,38285438,38285869,38287199,38314873,38325498,	38271322,38271541,38271807,38272147,38272419,38273578,38274934,38275509,38275891,38277253,38279459,38282217,38283763,38285611,38285953,38287466,38315052,38326153,	0	FGFR1	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,1,0,-1,
109	NM_023105	chr8	-	38268660	38326153	38271145	38314964	17	38268660,38271435,38271669,38272076,38272296,38273387,38274823,38275387,38275745,38277050,38279314,38282026,38283639,38285438,38285863,38314873,38325498,	38271322,38271541,38271807,38272147,38272419,38273578,38274934,38275509,38275891,38277253,38279459,38282217,38283763,38285611,38285953,38315052,38326153,	0	FGFR1	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,0,-1,
109	NM_023106	chr8	-	38268660	38326153	38271145	38314964	17	38268660,38271435,38271669,38272076,38272296,38273387,38274823,38275387,38275745,38277050,38279314,38282026,38283639,38285438,38285869,38314873,38325498,	38271322,38271541,38271807,38272147,38272419,38273578,38274934,38275509,38275891,38277253,38279459,38282217,38283763,38285611,38285953,38315052,38326153,	0	FGFR1	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,0,-1,
109	NM_023110	chr8	-	38268660	38326153	38271145	38314964	18	38268660,38271435,38271669,38272076,38272296,38273387,38274823,38275387,38275745,38277050,38279314,38282026,38283639,38285438,38285863,38287199,38314873,38325498,	38271322,38271541,38271807,38272147,38272419,38273578,38274934,38275509,38275891,38277253,38279459,38282217,38283763,38285611,38285953,38287466,38315052,38326153,	0	FGFR1	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,1,0,-1,
752	NM_000077	chr9	-	21967750	21974856	21968227	21974826	3	21967750,21970900,21974676,	21968241,21971207,21974856,	0	CDKN2A	cmpl	cmpl	1,0,0,
1334	NM_000264	chr9	-	98205261	98271548	98209193	98270643	24	98205261,98209192,98211350,98212122,98215759,98218557,98220294,98221881,98224137,98229397,98231032,98232094,98238315,98239040,98239828,98240336,98241281,98242250,98242671,98244230,98244415,98247966,98268688,98270442,	98208673,98209733,98211605,98212222,98215902,98218695,98220575,98222065,98224280,98229707,98231435,98232213,98238441,98239139,98239984,98240468,98241429,98242372,98242870,98244322,98244485,98248156,98268881,98271548,	0	PTCH1	cmpl	cmpl	-1,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,2,0,2,0,2,1,0,0,
156	NM_001007097	chr9	+	87283436	87430617	87285663	87425494	15	87283436,87284249,87284594,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87425456,	87283700,87284338,87284803,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87430617,	0	NTRK2	cmpl	cmpl	-1,-1,-1,0,2,2,2,2,1,0,1,1,1,0,1,
156	NM_001018064	chr9	+	87284947	87641967	87285663	87636352	18	87284947,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87482157,87549076,87563376,87570197,87635120,87636166,	87285136,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87482346,87549207,87563549,87570432,87635279,87641967,	0	NTRK2	cmpl	cmpl	-1,0,2,2,2,2,1,0,1,1,1,0,1,1,0,2,0,0,
156	NM_001018065	chr9	+	87284594	87492813	87285663	87486732	15	87284594,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87475954,87482157,87486703,	87284803,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87476002,87482346,87492813,	0	NTRK2	cmpl	cmpl	-1,0,2,2,2,2,1,0,1,1,1,0,1,1,1,
156	NM_001018066	chr9	+	87283436	87492813	87285663	87486732	16	87283436,87284216,87284594,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87482157,87486703,	87283700,87284338,87284803,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87482346,87492813,	0	NTRK2	cmpl	cmpl	-1,-1,-1,0,2,2,2,2,1,0,1,1,1,0,1,1,
1334	NM_001083602	chr9	-	98205261	98279253	98209193	98278753	24	98205261,98209192,98211350,98212122,98215759,98218557,98220294,98221881,98224137,98229397,98231032,98232094,98238315,98239040,98239828,98240336,98241281,98242250,98242671,98244230,98244415,98247966,98268688,98278750,	98208673,98209733,98211605,98212222,98215902,98218695,98220575,98222065,98224280,98229707,98231435,98232213,98238441,98239139,98239984,98240468,98241429,98242372,98242870,98244322,98244485,98248156,98268881,98279253,	0	PTCH1	cmpl	cmpl	-1,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,2,0,2,0,2,1,0,0,
1334	NM_001083603	chr9	-	98205261	98279253	98209193	98279102	24	98205261,98209192,98211350,98212122,98215759,98218557,98220294,98221881,98224137,98229397,98231032,98232094,98238315,98239040,98239828,98240336,98241281,98242250,98242671,98244230,98244415,98247966,98268688,98278904,	98208673,98209733,98211605,98212222,98215902,98218695,98220575,98222065,98224280,98229707,98231435,98232213,98238441,98239139,98239984,98240468,98241429,98242372,98242870,98244322,98244485,98248156,98268881,98279253,	0	PTCH1	cmpl	cmpl	-1,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,2,0,2,0,2,1,0,0,
1334	NM_001083604	chr9	-	98205261	98270322	98209193	98248097	24	98205261,98209192,98211350,98212122,98215759,98218557,98220294,98221881,98224137,98229397,98231032,98232094,98238315,98239040,98239828,98240336,98241281,98242250,98242671,98244230,98244415,98247966,98268688,98270215,	98208673,98209733,98211605,98212222,98215902,98218695,98220575,98222065,98224280,98229707,98231435,98232213,98238441,98239139,98239984,98240468,98241429,98242372,98242870,98244322,98244485,98248156,98268881,98270322,	0	PTCH1	cmpl	cmpl	-1,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,2,0,2,0,2,0,-1,-1,
1334	NM_001083605	chr9	-	98205261	98270322	98209193	98248097	24	98205261,98209192,98211350,98212122,98215759,98218557,98220294,98221881,98224137,98229397,98231032,98232094,98238315,98239040,98239828,98240336,98241281,98242250,98242671,98244230,98244415,98247966,98268688,98270232,	98208673,98209733,98211605,98212222,98215902,98218695,98220575,98222065,98224280,98229707,98231435,98232213,98238441,98239139,98239984,98240468,98241429,98242372,98242870,98244322,98244485,98248156,98268881,98270322,	0	PTCH1	cmpl	cmpl	-1,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,2,0,2,0,2,0,-1,-1,
1334	NM_001083606	chr9	-	98205261	98269709	98209193	98248097	24	98205261,98209192,98211350,98212122,98215759,98218557,98220294,98221881,98224137,98229397,98231032,98232094,98238315,98239040,98239828,98240336,98241281,98242250,98242671,98244230,98244415,98247966,98268688,98269510,	98208673,98209733,98211605,98212222,98215902,98218695,98220575,98222065,98224280,98229707,98231435,98232213,98238441,98239139,98239984,98240468,98241429,98242372,98242870,98244322,98244485,98248156,98268881,98269709,	0	PTCH1	cmpl	cmpl	-1,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,2,0,2,0,2,0,-1,-1,
1334	NM_001083607	chr9	-	98205261	98269481	98209193	98248097	24	98205261,98209192,98211350,98212122,98215759,98218557,98220294,98221881,98224137,98229397,98231032,98232094,98238315,98239040,98239828,98240336,98241281,98242250,98242671,98244230,98244415,98247966,98268688,98269218,	98208673,98209733,98211605,98212222,98215902,98218695,98220575,98222065,98224280,98229707,98231435,98232213,98238441,98239139,98239984,98240468,98241429,98242372,98242870,98244322,98244485,98248156,98268881,98269481,	0	PTCH1	cmpl	cmpl	-1,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,2,0,2,0,2,0,-1,-1,
752	NM_001195132	chr9	-	21967750	21974856	21968723	21974826	4	21967750,21968573,21970900,21974676,	21968241,21968770,21971207,21974856,	0	CDKN2A	cmpl	cmpl	-1,1,0,0,
156	NM_001291937	chr9	+	87283436	87430617	87285663	87425494	15	87283436,87284216,87284594,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342607,87356806,87359887,87366900,87425456,	87283700,87284338,87284803,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87430617,	0	NTRK2	cmpl	cmpl	-1,-1,-1,0,2,2,2,2,1,0,1,1,1,0,1,
1334	NM_001354918	chr9	-	98205261	98271548	98209193	98270643	23	98205261,98209192,98211350,98212122,98215759,98218557,98220294,98221881,98224137,98229397,98231032,98232094,98238315,98239040,98240336,98241281,98242250,98242671,98244230,98244415,98247966,98268688,98270442,	98208673,98209733,98211605,98212222,98215902,98218695,98220575,98222065,98224280,98229707,98231435,98232213,98238441,98239139,98240468,98241429,98242372,98242870,98244322,98244485,98248156,98268881,98271548,	0	PTCH1	cmpl	cmpl	-1,0,0,2,0,0,1,0,1,0,2,0,0,0,0,2,0,2,0,2,1,0,0,
1334	NM_001354919	chr9	-	98244108	98279253	98244226	98278753	5	98244108,98244415,98247966,98268688,98278750,	98244322,98244485,98248156,98268881,98279253,	0	PTCH1	cmpl	cmpl	0,2,1,0,0,
752	NM_001363763	chr9	-	21967750	21995323	21968227	21971204	3	21967750,21970900,21994819,	21968241,21971207,21995323,	0	CDKN2A	cmpl	cmpl	1,0,-1,
156	NM_001369532	chr9	+	87283436	87641967	87285663	87636352	19	87283436,87284594,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87482157,87549076,87563376,87570197,87635120,87636166,	87283700,87284803,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87482346,87549207,87563549,87570432,87635279,87641967,	0	NTRK2	cmpl	cmpl	-1,-1,0,2,2,2,2,1,0,1,1,1,0,1,1,0,2,0,0,
156	NM_001369533	chr9	+	87283436	87641967	87285663	87636352	18	87283436,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87482157,87549076,87563376,87570197,87635120,87636166,	87283700,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87482346,87549207,87563549,87570432,87635279,87641967,	0	NTRK2	cmpl	cmpl	-1,0,2,2,2,2,1,0,1,1,1,0,1,1,0,2,0,0,
156	NM_001369534	chr9	+	87284643	87641967	87285663	87636352	17	87284643,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87359887,87366900,87482157,87549076,87563376,87570197,87635120,87636166,	87284803,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87359988,87367000,87482346,87549207,87563549,87570432,87635279,87641967,	0	NTRK2	cmpl	cmpl	-1,0,2,2,2,2,1,0,1,1,0,1,1,0,2,0,0,
156	NM_001369535	chr9	+	87287005	87641967	87325591	87636352	17	87287005,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87482157,87549076,87563376,87570197,87635120,87636166,	87287086,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87482346,87549207,87563549,87570432,87635279,87641967,	0	NTRK2	cmpl	cmpl	-1,-1,-1,-1,0,1,0,1,1,1,0,1,1,0,2,0,0,
156	NM_001369536	chr9	+	87287005	87641967	87325591	87636352	18	87287005,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87475954,87482157,87549076,87563376,87570197,87635120,87636166,	87287086,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87476002,87482346,87549207,87563549,87570432,87635279,87641967,	0	NTRK2	cmpl	cmpl	-1,-1,-1,-1,0,1,0,1,1,1,0,1,1,1,0,2,0,0,
156	NM_001369537	chr9	+	87283436	87492813	87285663	87486732	16	87283436,87284249,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87475954,87482157,87486703,	87283700,87284338,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87476002,87482346,87492813,	0	NTRK2	cmpl	cmpl	-1,-1,0,2,2,2,2,1,0,1,1,1,0,1,1,1,
156	NM_001369538	chr9	+	87285263	87492813	87285663	87486732	13	87285263,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87482157,87486703,	87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87482346,87492813,	0	NTRK2	cmpl	cmpl	0,2,2,2,2,1,0,1,1,1,0,1,1,
156	NM_001369539	chr9	+	87283436	87430617	87285663	87425494	13	87283436,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87425456,	87283700,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87430617,	0	NTRK2	cmpl	cmpl	-1,0,2,2,2,2,1,0,1,1,1,0,1,
156	NM_001369540	chr9	+	87283436	87430617	87285663	87425494	13	87283436,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87425456,	87283537,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87430617,	0	NTRK2	cmpl	cmpl	-1,0,2,2,2,2,1,0,1,1,1,0,1,
156	NM_001369541	chr9	+	87283436	87430617	87285663	87425494	15	87283436,87284216,87284594,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87425456,	87283537,87284338,87284803,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87430617,	0	NTRK2	cmpl	cmpl	-1,-1,-1,0,2,2,2,2,1,0,1,1,1,0,1,
156	NM_001369542	chr9	+	87283436	87430617	87285663	87425494	14	87283436,87284216,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87425456,	87283700,87284338,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87430617,	0	NTRK2	cmpl	cmpl	-1,-1,0,2,2,2,2,1,0,1,1,1,0,1,
156	NM_001369543	chr9	+	87283436	87430617	87285663	87425494	15	87283436,87284249,87284632,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87425456,	87283700,87284338,87284803,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87430617,	0	NTRK2	cmpl	cmpl	-1,-1,-1,0,2,2,2,2,1,0,1,1,1,0,1,
156	NM_001369544	chr9	+	87283436	87430617	87285663	87425494	15	87283436,87284216,87284594,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87425456,	87283700,87284338,87284803,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87430617,	0	NTRK2	cmpl	cmpl	-1,-1,-1,0,2,2,2,2,1,0,1,1,1,0,1,
156	NM_001369545	chr9	+	87283436	87430617	87285663	87425494	14	87283436,87284249,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87425456,	87283700,87284338,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87430617,	0	NTRK2	cmpl	cmpl	-1,-1,0,2,2,2,2,1,0,1,1,1,0,1,
156	NM_001369546	chr9	+	87284220	87430617	87285663	87425494	13	87284220,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342607,87356806,87359887,87366900,87425456,	87284338,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87430617,	0	NTRK2	cmpl	cmpl	-1,0,2,2,2,2,1,0,1,1,1,0,1,
156	NM_001369547	chr9	+	87284220	87430617	87285663	87376154	14	87284220,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87376134,87425456,	87284338,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87376187,87430617,	0	NTRK2	cmpl	cmpl	-1,0,2,2,2,2,1,0,1,1,1,0,1,-1,
156	NM_001369548	chr9	+	87284947	87430617	87285663	87425494	13	87284947,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87425456,	87285136,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87430617,	0	NTRK2	cmpl	cmpl	-1,0,2,2,2,2,1,0,1,1,1,0,1,
156	NM_001369549	chr9	+	87285263	87430617	87285663	87425494	12	87285263,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87425456,	87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87430617,	0	NTRK2	cmpl	cmpl	0,2,2,2,2,1,0,1,1,1,0,1,
156	NM_001369550	chr9	+	87287005	87430617	87325591	87425494	12	87287005,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87425456,	87287086,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87430617,	0	NTRK2	cmpl	cmpl	-1,-1,-1,-1,0,1,0,1,1,1,0,1,
156	NM_001369551	chr9	+	87316519	87430617	87325591	87425494	12	87316519,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87425456,	87316627,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87430617,	0	NTRK2	cmpl	cmpl	-1,-1,-1,-1,0,1,0,1,1,1,0,1,
156	NM_001369552	chr9	+	87320815	87430617	87325591	87425494	10	87320815,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87425456,	87321154,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87430617,	0	NTRK2	cmpl	cmpl	-1,-1,0,1,0,1,1,1,0,1,
149	NM_002072	chr9	-	80331023	80646727	80336238	80646151	7	80331023,80343429,80409378,80412435,80430531,80537076,80646015,	80336429,80343583,80409508,80412564,80430686,80537261,80646727,	0	GNAQ	cmpl	cmpl	1,0,2,2,0,1,0,
156	NM_006180	chr9	+	87284643	87641967	87285663	87636352	19	87284643,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87475954,87482157,87549076,87563376,87570197,87635120,87636166,	87284803,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87476002,87482346,87549207,87563549,87570432,87635279,87641967,	0	NTRK2	cmpl	cmpl	-1,0,2,2,2,2,1,0,1,1,1,0,1,1,1,0,2,0,0,
752	NM_058195	chr9	-	21967750	21994391	21971001	21994330	3	21967750,21970900,21994137,	21968241,21971207,21994391,	0	CDKN2A	cmpl	cmpl	-1,1,0,
752	NM_058197	chr9	-	21967750	21974856	21974475	21974826	3	21967750,21970900,21974402,	21968241,21971207,21974856,	0	CDKN2A	cmpl	cmpl	-1,-1,0,
1334	NR_149061	chr9	-	98205261	98271548	98271548	98271548	24	98205261,98209192,98211350,98212122,98215759,98218557,98220294,98221881,98224137,98229397,98231032,98232094,98238315,98239040,98239828,98240336,98241281,98242250,98242671,98244230,98244415,98247966,98268688,98270442,	98208673,98209733,98211605,98212222,98215902,98218695,98220575,98222065,98224280,98229541,98231435,98232213,98238441,98239139,98239984,98240468,98241429,98242372,98242870,98244322,98244485,98248156,98268881,98271548,	0	PTCH1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
190	NM_000141	chr10	-	123237845	123357958	123239370	123353331	18	123237845,123243211,123244908,123246867,123247504,123256045,123258008,123260339,123263303,123274630,123276832,123279492,123298105,123310803,123324015,123324951,123353222,123357475,	123239535,123243317,123245046,123246938,123247627,123256236,123258119,123260461,123263455,123274833,123276977,123279683,123298229,123310973,123324093,123325218,123353481,123357958,	0	FGFR2	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,1,0,-1,
158	NM_000314	chr10	+	89623381	89731687	89624226	89725229	9	89623381,89653781,89685269,89690802,89692769,89711874,89717609,89720650,89725043,	89624305,89653866,89685314,89690846,89693008,89712016,89717776,89720875,89731687,	0	PTEN	cmpl	cmpl	0,1,2,2,1,0,1,0,0,
190	NM_001144913	chr10	-	123241366	123353481	123241685	123353331	17	123241366,123243211,123244908,123246867,123247504,123256045,123258008,123260339,123263303,123274630,123278195,123279492,123298105,123310803,123324015,123324951,123353222,	123241691,123243317,123245046,123246938,123247627,123256236,123258119,123260461,123263455,123274833,123278343,123279683,123298229,123310973,123324093,123325218,123353481,	0	FGFR2	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,1,0,
190	NM_001144914	chr10	-	123237843	123353481	123239370	123353331	15	123237843,123243211,123244908,123246867,123247504,123256045,123258008,123260339,123263303,123274630,123298105,123310803,123324015,123324951,123353222,	123239535,123243317,123245046,123246938,123247627,123256236,123258119,123260461,123263455,123274833,123298229,123310973,123324093,123325218,123353481,	0	FGFR2	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,1,1,0,
190	NM_001144915	chr10	-	123237843	123356159	123239094	123353331	17	123237843,123243211,123244908,123246867,123247504,123256045,123258008,123260339,123263303,123274630,123276832,123279492,123298105,123310803,123324015,123353222,123355990,	123239184,123243317,123245046,123246938,123247627,123256236,123258119,123260461,123263455,123274833,123276977,123279683,123298229,123310973,123324093,123353481,123356159,	0	FGFR2	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,0,-1,
190	NM_001144916	chr10	-	123237843	123353772	123239370	123353331	15	123237843,123243211,123244908,123246867,123247504,123256045,123258008,123260339,123263303,123274630,123276832,123279492,123298105,123310803,123353222,	123239535,123243317,123245046,123246938,123247627,123256236,123258119,123260461,123263455,123274833,123276977,123279683,123298229,123310973,123353772,	0	FGFR2	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,0,
190	NM_001144917	chr10	-	123237845	123357958	123239370	123353331	16	123237845,123243211,123244908,123246867,123247504,123256045,123258008,123260339,123263303,123279492,123298105,123310803,123324015,123324951,123353222,123357475,	123239535,123243317,123245046,123246938,123247627,123256236,123258119,123260461,123263455,123279683,123298229,123310973,123324093,123325218,123353481,123357958,	0	FGFR2	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,1,1,0,-1,
190	NM_001144918	chr10	-	123237845	123357958	123239370	123353331	16	123237845,123243211,123244908,123246867,123247504,123256045,123258008,123260339,123263303,123274636,123276832,123279492,123298105,123310803,123353222,123357475,	123239535,123243317,123245046,123246938,123247627,123256236,123258119,123260461,123263455,123274833,123276977,123279683,123298229,123310973,123353481,123357958,	0	FGFR2	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,0,-1,
190	NM_001144919	chr10	-	123241338	123357958	123241685	123353331	17	123241338,123243211,123244908,123246867,123247504,123256045,123258008,123260339,123263303,123274630,123278195,123279492,123298105,123310803,123324015,123353222,123357475,	123241691,123243317,123245046,123246938,123247627,123256236,123258119,123260461,123263455,123274833,123278343,123279683,123298229,123310973,123324093,123353481,123357958,	0	FGFR2	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,0,-1,
172	NM_001178133	chr10	+	104263728	104379224	104263909	104378828	11	104263728,104268925,104309726,104352338,104353392,104353749,104356896,104359189,104375024,104377046,104378822,	104264091,104269060,104309863,104352481,104353478,104353822,104357050,104359301,104375159,104377185,104379224,	0	SUFU	cmpl	cmpl	0,2,2,1,0,2,0,1,2,2,0,
158	NM_001304717	chr10	+	89623381	89731687	89623706	89725229	10	89623381,89623861,89653781,89685269,89690802,89692769,89711874,89717609,89720650,89725043,	89623860,89624305,89653866,89685314,89690846,89693008,89712016,89717776,89720875,89731687,	0	PTEN	cmpl	cmpl	0,1,1,2,2,1,0,1,0,0,
158	NM_001304718	chr10	+	89623381	89731687	89711973	89725229	9	89623381,89653781,89690802,89692769,89702367,89711874,89717609,89720650,89725043,	89624305,89653866,89690846,89693008,89702526,89712016,89717776,89720875,89731687,	0	PTEN	cmpl	cmpl	-1,-1,-1,-1,-1,0,1,0,0,
1525	NM_001320654	chr10	-	123237843	123290828	123239370	123286266	17	123237843,123243211,123244908,123246867,123247504,123256045,123258008,123260339,123263303,123274630,123276832,123279492,123285668,123286242,123287189,123289835,123290780,	123239535,123243317,123245046,123246938,123247627,123256236,123258119,123260461,123263455,123274833,123276977,123279683,123285708,123286468,123287517,123289972,123290828,	0	FGFR2	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,0,-1,-1,-1,
